 __label__8, 人 狼 なんて いる わけ ない じゃん 。 みんな 大げさ だ なあ 
 __label__5, そう そう 、 現在 の 状況 について 。 楽観 的 な 状況 じゃ が 、 依然として 1 ミス し たら 負ける 状況 じゃ 。 気 を 抜か ず に のう 。 ／| 青 娘 年 羊 | 老 者 | 屋 旅 |† 書 樵 兵 神 服 5 d | 占 占 霊 霊 | 白白 | 灰 灰 |† 白白 白黒 白 
 __label__6, という わけ で かなり 早い が 仮 決定 。 手順 ミス が あっ たら 報告 し て くれ 。 【 仮 決定 ▼ パメラ ●[ 屋 旅 ] ゾーン 】 
 __label__5, そう そう 、 人数 も 減っ て き た こと だ し 指 差し チェック を しよ う 。 狼 が 票 を 合わせる 必要 は なくなっ た ん じゃ から の 。 【 発言 の 隅 に 【 パメラセット 確認 】 を つけ と くれ 。 】 
 __label__9, 【 仮 決定 了解 】 【 パメラセット 確認 】>> 655 モリ 爺 、 助かっ た 。 ありがとう 。 お陰 で 随分 整理 出来 た 。 最善 手 だ と 思う 。 昨日 は 決め 打っ て しまっ た けど 、 やっぱり 二 騙り の 線 も 捨て 切れ ない ねぇ … 。 一 騙り と 二 騙り の 場合 で 狼 側 の 最善 手 考え て み た けど 、 一 騙り だ と 詰ん でる よ ね 。 でも 二 騙り が 怖い な 。 なので 二 騙り の 対応 策 考え 中 。 
 __label__7, >> 618 うん 、 完全 に 抜け落ち てる … 。 すま ない 。 指摘 ありがとう 。 oO ( ディタ も オト も 、 あんまり 僕 を 買 被ら ない で 下さい … 。) 
 __label__7, 一番 怖い の は 今日 の 襲撃 で 狩人 抜か れる こと ね 、 これ の 可能 性 は そんなに 低く ない から 。 私 は あえて 詰み っ て いっ て ない 。 2 騙り だっ たら 狂人 が 生き て たら 厄介 だ ね 。 ランダム PP に なっ ちゃう 。 でも レアケース として 捉え て いい と 思う 。 レアケース を 恐れ て 、 打つ べき 作戦 を 打た ない の は 愚 で ある と 考え ます 。 
 __label__7, 二 騙り の 可能 性 は 低い と 思う ん じゃ 。 立候補 → 初手 占い の 流れ 、 その後 エルナ の 訝し む 発言 から 、 狼 が 狂 の 騙り を 待ち きれ ず 二 騙り に 動き 、 騙り そこね た 狂 の アピ か と 思っ て おっ た ん じゃ が 、 灰 襲撃 → 占 先 襲撃 と 潜伏 狂 を 探し て おる よう に は 思え ず 、 狂 襲撃 を 恐れ て い ない 。 後 は 、 未だ 割れ て い ない 霊 真贋 と 、 灰 狼 探し か の 。 
 __label__9, 只今 戻り まし た 。 【 仮 決定 了解 】 【 娘 に セット 指 差し 確認 】 し まし た 。 手順 確認 です 。 明日 から の 手順 として は 、 ２ 騙り 可能 性 少 より 、 占 結果 次第 の ▼ 屋 or 旅 。 それでも 終わら なかっ たら 霊 から ２ 択 です ね 。 モリ さん 、 ありがとう ござい ます 。 
 __label__7, >> 661 ニコ さん ＞ いえ 、 ニコ さん の 昨日 の 考察 から でし たら 、 当然 の 発言 です 。 それ さえ 分かっ て い なかっ た 未熟 者 の 誤 指摘 など に 謝ら ない で ください … 。 
 __label__9, すごく 遅く なり まし たっ ！ すみません … とりあえず 【 仮 決定 了解 です 。 】 
 __label__9, すみません 、 忘れ まし た 。 【 パメラ さん セット 確認 】 
 __label__9, ひ 、 ひとまず 【 パメラ さん に セット 完了 し まし た の です 】 
 __label__9, 今 来 まし た 、 【 パメラ さん セット 了解 です 】 
 __label__9, 【 パメラ さん セット 確認 し まし た 。 】 と も かく 村 視点 でも 確実 に 灰 の 狼 を 吊れる こと が 確定 し た ので ラッキー です ね 。 私 視点 から は ニコラス さん 狼 は ほとんど 揺るぎ あり ませ ん が 。 議事 録 読み返し て き ます ね 。 
 __label__5, で 、 占い 希望 って 出す の でしょ う か ？ 狼 二 騙り は ほぼ ない でしょ う し 、 どちら に せよ パメラ さん を 吊る ので 、 どちら を 占っ て も 変わら ない と 思う の です が 。 
 __label__5, 僕 も 占い は [ 屋 or 旅 ] の どちら で も 良かっ た ので 出さ なかっ た けど 、 出来れ ば ● 屋 に し て 欲しい ん だ 。 理由 を まとめ てる 時間 が ない かも なん だ けど 二 騙り の 可能 性 も 考え た 上 で ベター な の は ● 屋 な ん だ 。 ちょっと 急い で まとめ て みる ！ 
 __label__9, まあ ニコラス さん が 占い 避ける 理由 も 分かり ます し 、 私 を 占っ て も 明日 ニコラス さん 狼 は 判明 し ます から ね 。 別に 私 は 構い ませ ん が 。 
 __label__7, >> 671 まあ 二 騙り で なけれ ば 、 白 が で なかっ た 方 が 推定 狼 に なる 。 ただ 二 騙り なら どちら も 白 が でる から 、 疑わしい 側 を 占う べき じゃ な 。 
 __label__5, ヨア さん 、 灰 占い 、 お願い し ます ね ! 
 __label__5, うーん 、 なら 私 は ニコラス さん を 占っ て おく に 限り ます が … … 。 二 騙り って あり 得 ます か ね ？ かなり 低い と 思っ て ます が 。 どうやら 集まり も 悪 そう です し 、 ヨアヒム さん に 決め て もらう という の は ？ 
 __label__5, 占 希望 を 集める よう でし たら 、 ● 旅 で お願い し ます 。 理由 ： 神 が 吊ら れる まで 、 屋 と 神 の コンタクト は ほぼ 皆無 で あり 、 ライン が 見 られ ない ため 。 
 __label__7, 今日 で 戦線 離脱 の 私 。 墓 下 で 神父 に 祈り で も 捧げ て もらう わ 。 
 __label__1, ああ 、 ちゃんと まとめ られ ない ！ >> 676 君 の その 余裕 な ん だ よ 、 気 に なっ てる の は 。 LW なら 今日 占わ れ たら 明日 吊ら れる のに 、 占い 回避 し て ない 。 だから 二 騙り の 可能 性 が 気 に なっ て 仕方 ない ん だ よ 。 
 __label__7, はぁ ？ 　 え ？ 　 どういう こと な の ？ 
 __label__7, www カオス 。 
 __label__7, すみません 、 悩ん だ 末 時間 が き ちゃっ て 結局 一 番 始め に セット し た まま に なっ ちゃ い まし た … 。 順番 って あり ます か ？ 
 __label__7, 自分 最低 です … 。 信じ 難い たい … 
 __label__7, カタリナ → ペーター → ヨアヒム が 理想 。 じゃが 、 コア ずれ 激しい んで 、 それなり に 待っ て ほしい 。 
 __label__4, ねむい の 、 ねむい の 。 羊 乗り の 試験 で 90 点 以上 で 合格 な のに 89 点 とか 泣き そう だっ た の 【 パメラ は 人間 でし た 】 
 __label__5, では ▼ 屋 です ね 。 ここ で 狩人 CO が あろ う が どう で あろ う が 、 狼 は 青 を 襲撃 し なけれ ば 詰ん で しまい ます ので 、 もう 白 確 の なか から 狩人 が いる か 否 か で CO を 回し て 、 明日 一騎打ち に なる の か どう か を 確認 し たい の です 。 無論 し なく て も 大丈夫 な の です が 。 
 __label__4, あぁ ・ ・ニコラス さん が ・ ・ ・ 【 パメラ さん は ○ でし た 】 また 村人 に 犠牲 が ・ ・ ・ もう 失敗 は 許さ れ ない です よ ！ ！ 
 __label__4, 【 ニコラス さん は 白 でし た 】 黒 全然 ひけ ない … すみません 。 
 __label__9, 【 諸々 確認 、 です が … … 】 。 これ は 一体 … … ？ ごめんなさい 、 混乱 し て いる という の が 現状 です 。 も 少し よく 考え ない と … … 。 
 __label__5, 状況 の 整理 です 娘 狂人 、 屋 狼 。 ついで に いう と 年 狼 な の です が みなさん の 視点 で は 確定 し て ない ので 霊 に 狼 １ と し て おき ます 。 狩人 生存 なら 詰み 、 旅 が 狩人 なら 明日 私 と 年 が 一騎打ち です 。 
 __label__2, くっ くっ くっ くっ 、 まァ 、 バレ ちゃ ァ 仕方 ねェ よ なァ 。 【 俺 が 狼 だ ぜ ェ 】 灰 の 最後 の 最後 まで 残す な ン て なァ 。 まァ 今日 俺 吊り で も 構わ ない が 、 なァ に 、 狩人 さえ 抜け て いれ ば 俺 たち は 100 ％ 勝利 する ぜ ェ 。 お前 ら に LW が 誰 か は 絶対 わから ねェ よ 。 ま 、 せいぜい 考え込む ン だ な なァ 、 ハハハハハハハ 。 だが 、 まァ 狩人 生存 し て ン なら 話 は 別 だ が なァ 。 その とき こそ 俺 ら の 真 の 敗北 だ ァ 、 諦める さ 。 
 __label__7, ハバネロ の 奴 も 墓 下 で 大笑い し て ン だろ ォ ぜ 。 この 状況 カオス 過ぎる わ ってな ァ 。 狩人 さえ 抜け てれ ば 、 俺 ら の 勝ち だ ぜ ェ 。 ど ォ だ 、 いる なら 出 て こい よ ォ ？ ロスヴァイセ なら 問題 ねェ 、 完璧 に 勝利 し て くれる さ ァ 。 くっ くっ くっ く 。 
 __label__7, な ン だ ァ ？ 　 皆 し て 黙っ ちまっ て 。 心配 し なく て も 狩人 あぶりだそ ォ と な ン て し て ねェ よ 。 狩人 生存 なら 詰ん でる ン だ から よ ォ 。 そ ォ だ 、 狼 で ある 俺 に 質問 タイム な ン て ど ォ よ ？ 何 でも 答え ちゃう ぜ ェ ？ 
 __label__7, つまら ねェ 、 俺 ァ 不貞寝 でも し て ン ぜ 。 質問 あっ たら 書き残し て おい て くれ なァ 。 ちゃ ァ ん と 丁寧 に 答 えっ から よ ォ 。 まァ 、 真実 を 語る と は 限ら ねェ し 、 嘘 を 語る と も 限ら ね ェ が なァ 。 ン じゃ 、 部屋 の 隅 で 寝 てる から 、 処刑 の 時間 に なっ たら 起こし て くれ ェ 。 ロスヴァイセ 、 計画 通り に 進め て おい て くれ ェ 。 
 __label__7, うーん … 。 そう でし た か 、 やら れ まし た です ね 。 良い 教訓 に なり まし た 。 私 、 灰 ログ で オト さん 黒 塗り し て いる の です 。 エピ 楽しみ に し て て 下さい 。 ネタ の つもり が 、 現実 に なる と は … ( 苦笑 ) さて 、 真 占 真 霊 が 間違っ た 判定 結果 を 出し て い なけれ ば 、 霊 どちら か に LW です よ ね 。 少ない 発言 で も 見 て き ます … 。 
 __label__1, え ぇ ！ ！ ！ オットー さん が 狼 だっ た と は ・ ・ ・ てこ と は もう 一 匹 の 狼 は カタリナ さん で 確定 です ！ ！ 今 まで 考察 とか 任せ っきり だっ た ん です けど 、 僕 も 信用 を 得る ため に 色々 考察 し なき ゃいけないってことか ・ ・ ・ 
 __label__7, いやぁ 、 やら れ まし た … 。 まいっ た なぁ 、 ログ 見直さ ない と 。 
 __label__6, いやあ まいっ た 。 CN から 全く LW の 正体 が 見え て こん 。 これ で オットー 吊っ たら 終 いなん て 興ざめ じゃ から 止め て くれ よ 。 どれ 今日 は ワシ も 要素 探し を しよ う 。 手順 込み で 仮 決定 は 【 ▼ オットー → ▼ 霊 .● 霊 じゃ な 】 【 ワシ は セット 済み じゃ 】 
 __label__7, 何だ 誰 も 質問 し て こ ねェ の か 。 別 に かく乱 な ン か しよ ォ と 思っ て ねェ し 、 情報 が 多い 方 が いい だろ ォ ？ くっ くっ くっ 、 そう だろ ォ 、 予想 外 だろ ォ なァ 。 モーリッツ 、 安心 しろ よ ォ 、 俺 が LW な ン て 、 村人 がっかり さ せる よ ォ な つま ら ねェ シナリオ な ン ざ 用意 し て ねェ から よ ォ 。 この 作戦 で 一番 申し訳 なかっ た の は ジャム パン だ なァ 。 狼 側 の 一員 な のに 偽 確定 し て 吊ら せ ちまっ た な ン て 、 申し訳 ねェ よ 。 ジャム パン 、 本当に すま ねェ 。 
 __label__5, じゃあ 、 ご 期待 に お 応え し て 初日 の よう に 質問 ラッシュ 。 ★ オットー の コードネーム は ？ ★ じゃ む パン って 狂人 ？ ★ なんで 灰 襲撃 し なかっ た ？ ★ LW は 霊 ロラ 派 ？ ★ ズバリ LW を 動物 で たとえる と ？ ★ めちゃくちゃ な 襲撃 に関して 考察 を 。 ★ 霊 二 択 で 迷っ て いる 村人 に 一言 。 ★ ひん と ぷり ー ず 。 
